date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2013-04-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Millet,KG,actual,Retail,UGX,1708.3,0.6842
2013-04-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1125.0,0.4506
2013-04-15,Iganga,Kigulu,Iganga,0.609167,33.468611,pulses and nuts,Beans,KG,actual,Retail,UGX,2300.0,0.9212
2013-04-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,711.8,0.2851
2013-04-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1662.5,0.6659
2013-04-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,725.0,0.2904
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1279.3,0.5124
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,1050.0,0.4205
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,796.85,0.3191
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1000.0,0.4005
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1804.3,0.7226
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,2849.98,1.1415
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,983.5,0.3939
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,2408.5,0.9646
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,2966.5,1.1881
2013-04-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,2083.5,0.8345
2013-04-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1000.0,0.4005
2013-04-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1400.0,0.5607
2013-04-15,Kween,Kween,Kapchorwa,1.382778,34.524444,pulses and nuts,Beans,KG,actual,Retail,UGX,1800.0,0.7209
2013-04-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,600.0,0.2403
2013-04-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Millet,KG,actual,Retail,UGX,2200.0,0.8811
2013-04-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,800.0,0.3204
2013-04-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,pulses and nuts,Beans,KG,actual,Retail,UGX,2000.0,0.801
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.4806
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,1000.0,0.4005
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Retail,UGX,800.0,0.3204
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,797.76,0.3195
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,804.25,0.3221
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1600.0,0.6408
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Millet,KG,actual,Retail,UGX,1450.0,0.5807
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Sorghum,KG,actual,Retail,UGX,511.0,0.2047
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,2000.0,0.801
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1739.28,0.6966
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Retail,UGX,1000.0,0.4005
2013-04-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,1000.0,0.4005
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1700.0,0.6809
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1400.3,0.5608
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.801
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Millet,KG,actual,Retail,UGX,2166.8,0.8678
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1725.0,0.6909
2013-04-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,2091.75,0.8378
2013-05-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,674.17,0.2654
2013-05-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2033.3,0.8006
2013-05-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1827.7,0.7196
2013-05-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Millet,KG,actual,Retail,UGX,1444.3,0.5687
2013-05-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Sorghum,KG,actual,Retail,UGX,827.7,0.3259
2013-05-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,pulses and nuts,Beans,KG,actual,Retail,UGX,2844.3,1.1199
2013-05-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.4725
2013-05-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1558.3,0.6136
2013-05-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Millet,KG,actual,Retail,UGX,1816.8,0.7153
2013-05-15,Iganga,Kigulu,Iganga,0.609167,33.468611,pulses and nuts,Beans,KG,actual,Retail,UGX,2236.8,0.8807
2013-05-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,500.0,0.1969
2013-05-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,608.3,0.2395
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,1044.33,0.4112
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Retail,UGX,1000.0,0.3937
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,661.05,0.2603
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,900.0,0.3544
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1750.0,0.689
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Millet,KG,actual,Retail,UGX,1511.8,0.5952
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,977.3,0.3848
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1787.23,0.7037
2013-05-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,3055.67,1.2031
2013-05-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1000.0,0.3937
2013-05-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize (white),KG,actual,Retail,UGX,900.0,0.3544
2013-05-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Millet,KG,actual,Retail,UGX,1400.0,0.5512
2013-05-15,Kween,Kween,Kapchorwa,1.382778,34.524444,pulses and nuts,Beans,KG,actual,Retail,UGX,1800.0,0.7087
2013-05-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1300.0,0.5119
2013-05-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,553.3,0.2179
2013-05-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.7875
2013-05-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Millet,KG,actual,Retail,UGX,2200.0,0.8662
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.4725
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,1000.0,0.3937
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,647.42,0.2549
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,700.0,0.2756
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Millet,KG,actual,Retail,UGX,1296.8,0.5106
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,2161.8,0.8512
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1791.46,0.7054
2013-05-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,1000.0,0.3937
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1396.8,0.55
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.7875
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1601.5,0.6306
2013-05-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,2276.8,0.8964
2013-06-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,671.26,0.2588
2013-06-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2000.0,0.771
2013-06-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1000.0,0.3855
2013-06-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Millet,KG,actual,Retail,UGX,1350.0,0.5204
2013-06-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,pulses and nuts,Beans,KG,actual,Retail,UGX,2580.0,0.9946
2013-06-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1250.0,0.4819
2013-06-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1600.0,0.6168
2013-06-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1050.0,0.4048
2013-06-15,Iganga,Kigulu,Iganga,0.609167,33.468611,pulses and nuts,Beans,KG,actual,Retail,UGX,2233.3,0.861
2013-06-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1420.0,0.5474
2013-06-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Millet,KG,actual,Retail,UGX,1600.0,0.6168
2013-06-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,980.0,0.3778
2013-06-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,pulses and nuts,Beans,KG,actual,Retail,UGX,2220.0,0.8558
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1183.3,0.4562
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,656.64,0.2531
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1000.0,0.3855
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Millet,KG,actual,Retail,UGX,1483.3,0.5718
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1033.3,0.3984
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,2350.0,0.906
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1460.12,0.5629
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,1833.25,0.7068
2013-06-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,1333.25,0.514
2013-06-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1000.0,0.3855
2013-06-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize (white),KG,actual,Retail,UGX,900.0,0.347
2013-06-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1000.0,0.3855
2013-06-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,788.3,0.3039
2013-06-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2266.6,0.8738
2013-06-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,800.0,0.3084
2013-06-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,pulses and nuts,Beans,KG,actual,Retail,UGX,1800.0,0.6939
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1200.0,0.4626
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,990.0,0.3817
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize,KG,actual,Wholesale,UGX,597.12,0.2302
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,900.0,0.347
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1600.0,0.6168
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,2000.0,0.771
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1416.83,0.5462
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Retail,UGX,1000.0,0.3855
2013-06-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,1000.0,0.3855
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1700.0,0.6554
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1140.0,0.4395
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1920.0,0.7402
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Millet,KG,actual,Retail,UGX,2180.0,0.8404
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1460.0,0.5629
2013-06-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,2000.0,0.771
2013-07-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,688.71,0.2692
2013-07-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2010.0,0.7858
2013-07-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Millet,KG,actual,Retail,UGX,1358.2,0.531
2013-07-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,pulses and nuts,Beans,KG,actual,Retail,UGX,2993.4,1.1703
2013-07-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,820.0,0.3206
2013-07-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize (white),KG,actual,Retail,UGX,710.0,0.2776
2013-07-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Millet,KG,actual,Retail,UGX,1440.0,0.563
2013-07-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,575.0,0.2248
2013-07-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,pulses and nuts,Beans,KG,actual,Retail,UGX,1706.6,0.6672
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,928.4,0.363
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,693.82,0.2712
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,894.6,0.3497
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,755.0,0.2952
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,1893.4,0.7402
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1628.9,0.6368
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,1725.0,0.6744
2013-07-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,1208.25,0.4724
2013-07-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1000.0,0.3909
2013-07-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1400.0,0.5473
2013-07-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Millet,KG,actual,Retail,UGX,1400.0,0.5473
2013-07-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1200.0,0.4691
2013-07-15,Kween,Kween,Kapchorwa,1.382778,34.524444,pulses and nuts,Beans,KG,actual,Retail,UGX,1666.67,0.6516
2013-07-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,600.0,0.2346
2013-07-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Millet,KG,actual,Retail,UGX,2200.0,0.8601
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,1000.0,0.3909
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize (white),KG,actual,Retail,UGX,753.2,0.2945
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1566.6,0.6125
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,cereals and tubers,Sorghum,KG,actual,Retail,UGX,526.6,0.2059
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Retail,UGX,1986.6,0.7767
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1570.94,0.6142
2013-07-15,Lira,Lira Municipality,Lira,2.235,32.909722,vegetables and fruits,Plantains,KG,actual,Wholesale,UGX,940.0,0.3675
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize (white),KG,actual,Retail,UGX,1126.6,0.4404
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1706.6,0.6672
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,cereals and tubers,Millet,KG,actual,Retail,UGX,2060.0,0.8053
2013-07-15,Mbarara,Mbarara Municipality,Mbarara,-0.605675,30.64855,pulses and nuts,Beans,KG,actual,Retail,UGX,2013.4,0.7871
2013-08-15,Busia,Samia-bugwe,Busia,0.467,34.09,cereals and tubers,Maize,KG,actual,Wholesale,UGX,678.14,0.2695
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,2122.33,0.8434
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize (white),KG,actual,Retail,UGX,944.67,0.3754
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1830.67,0.7275
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Millet,KG,actual,Retail,UGX,1308.33,0.5199
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,cereals and tubers,Sorghum,KG,actual,Retail,UGX,602.67,0.2395
2013-08-15,Gulu,Gulu Municipality,Gulu,2.766667,32.305556,pulses and nuts,Beans,KG,actual,Retail,UGX,2716.67,1.0796
2013-08-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize (white),KG,actual,Retail,UGX,700.0,0.2782
2013-08-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1500.0,0.5961
2013-08-15,Iganga,Kigulu,Iganga,0.609167,33.468611,cereals and tubers,Sorghum,KG,actual,Retail,UGX,787.5,0.3129
2013-08-15,Iganga,Kigulu,Iganga,0.609167,33.468611,pulses and nuts,Beans,KG,actual,Retail,UGX,1991.75,0.7915
2013-08-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1500.0,0.5961
2013-08-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Millet,KG,actual,Retail,UGX,1500.0,0.5961
2013-08-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,cereals and tubers,Sorghum,KG,actual,Retail,UGX,400.0,0.159
2013-08-15,Jinja,Jinja Municipality,Jinja,0.424444,33.204167,pulses and nuts,Beans,KG,actual,Retail,UGX,1637.5,0.6507
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1075.0,0.4272
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Cassava flour,KG,actual,Wholesale,UGX,800.0,0.3179
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Retail,UGX,800.0,0.3179
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize,KG,actual,Wholesale,UGX,683.57,0.2716
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize (white),KG,actual,Retail,UGX,916.75,0.3643
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1622.75,0.6449
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Rice,KG,actual,Wholesale,UGX,3017.36,1.1991
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,cereals and tubers,Sorghum,KG,actual,Retail,UGX,750.0,0.298
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Retail,UGX,2300.0,0.914
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,pulses and nuts,Beans,KG,actual,Wholesale,UGX,1845.05,0.7332
2013-08-15,Kampala,Central Kampala,Owino,0.322805,32.574841,vegetables and fruits,Plantains,KG,actual,Retail,UGX,2979.25,1.1839
2013-08-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Maize flour,KG,actual,Retail,UGX,1500.0,0.5961
2013-08-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Millet,KG,actual,Retail,UGX,1500.0,0.5961
2013-08-15,Kween,Kween,Kapchorwa,1.382778,34.524444,cereals and tubers,Sorghum,KG,actual,Retail,UGX,1000.0,0.3974
2013-08-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Cassava flour,KG,actual,Retail,UGX,1300.0,0.5166
2013-08-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize (white),KG,actual,Retail,UGX,520.0,0.2066
2013-08-15,Kyankwanzi,Kiboga,Kiboga,0.916111,31.774167,cereals and tubers,Maize flour,KG,actual,Retail,UGX,2000.0,0.7948
